"Excel-rij";"Controleprioriteit";"Medewerker";"Medewerkernummer";"Team";"Deskundigheid";"Escalatie reden";"Doeltype";"Cliënt/doel";"Doel-ID";"Hoofdlocatie";"Gestart op";"Geactiveerd op";"Signalen";"Her-escalatie sinds activatie (min.)";"Activatievertraging (min.)"
"1271";"Midden";"Synthetische medewerker 235";"SYN-M-0235";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0019";"SYN-C-00019";"Synthetische hoofdlocatie 020";"21-05-2026, 07:36:15";"21-05-2026, 09:01:15";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"85"
"142";"Midden";"Synthetische medewerker 136";"SYN-M-0136";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0392";"SYN-C-00392";"Synthetische hoofdlocatie 018";"21-05-2026, 08:48:25";"21-05-2026, 09:36:25";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"48"
"645";"Midden";"Synthetische medewerker 209";"SYN-M-0209";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0451";"SYN-C-00451";"Synthetische hoofdlocatie 002";"21-05-2026, 14:00:55";"21-05-2026, 14:30:55";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"30"
"472";"Midden";"Synthetische medewerker 173";"SYN-M-0173";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0086";"SYN-C-00086";"Synthetische hoofdlocatie 012";"21-05-2026, 14:37:21";"21-05-2026, 15:56:21";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"79"
"1646";"Midden";"Synthetische medewerker 227";"SYN-M-0227";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0327";"SYN-C-00327";"Synthetische hoofdlocatie 003";"21-05-2026, 23:07:53";"21-05-2026, 23:32:53";"NACHT; LATE_ACTIVATIE";"";"25"
"400";"Midden";"Synthetische medewerker 234";"SYN-M-0234";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Locatie";"Synthetische locatie 022";"SYN-L-0022";"Synthetische hoofdlocatie 007";"21-05-2026, 23:10:59";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1999";"Midden";"Synthetische medewerker 092";"SYN-M-0092";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0205";"SYN-C-00205";"Synthetische hoofdlocatie 006";"22-05-2026, 00:00:20";"22-05-2026, 00:28:20";"NACHT; LATE_ACTIVATIE";"";"28"
"1857";"Midden";"Synthetische medewerker 219";"SYN-M-0219";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0434";"SYN-C-00434";"Synthetische hoofdlocatie 010";"22-05-2026, 01:28:32";"22-05-2026, 02:17:32";"NACHT; LATE_ACTIVATIE";"";"49"
"862";"Midden";"Synthetische medewerker 157";"SYN-M-0157";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Locatie";"Synthetische locatie 001";"SYN-L-0001";"Synthetische hoofdlocatie 016";"22-05-2026, 02:03:30";"22-05-2026, 04:03:30";"NACHT; LATE_ACTIVATIE";"";"120"
"117";"Midden";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0505";"SYN-C-00505";"Synthetische hoofdlocatie 006";"22-05-2026, 02:54:04";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1367";"Midden";"Synthetische medewerker 217";"SYN-M-0217";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0139";"SYN-C-00139";"Synthetische hoofdlocatie 015";"22-05-2026, 03:09:02";"22-05-2026, 04:26:02";"NACHT; LATE_ACTIVATIE";"";"77"
"1058";"Midden";"Synthetische medewerker 149";"SYN-M-0149";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0001";"SYN-C-00001";"Synthetische hoofdlocatie 002";"22-05-2026, 03:12:16";"22-05-2026, 04:47:16";"NACHT; LATE_ACTIVATIE";"";"95"
"1446";"Midden";"Synthetische medewerker 157";"SYN-M-0157";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 031";"SYN-L-0031";"Synthetische hoofdlocatie 001";"22-05-2026, 04:09:50";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"785";"Midden";"Synthetische medewerker 146";"SYN-M-0146";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0065";"SYN-C-00065";"Synthetische hoofdlocatie 016";"22-05-2026, 04:21:23";"22-05-2026, 06:17:23";"NACHT; LATE_ACTIVATIE";"";"116"
"178";"Midden";"Synthetische medewerker 180";"SYN-M-0180";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0006";"SYN-C-00006";"Synthetische hoofdlocatie 007";"22-05-2026, 04:31:03";"22-05-2026, 05:32:03";"NACHT; LATE_ACTIVATIE";"";"61"
"269";"Midden";"Synthetische medewerker 243";"SYN-M-0243";"Synthetisch team West";"Synthetische deskundigheid";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0137";"SYN-C-00137";"Synthetische hoofdlocatie 013";"22-05-2026, 05:27:34";"22-05-2026, 05:49:34";"NACHT; LATE_ACTIVATIE";"";"22"
"1762";"Midden";"Synthetische medewerker 162";"SYN-M-0162";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0288";"SYN-C-00288";"Synthetische hoofdlocatie 014";"22-05-2026, 05:40:30";"22-05-2026, 07:19:30";"NACHT; LATE_ACTIVATIE";"";"99"
"935";"Midden";"Synthetische medewerker 250";"SYN-M-0250";"Synthetisch team Oost";"Nachtdienst";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0365";"SYN-C-00365";"Synthetische hoofdlocatie 016";"22-05-2026, 06:05:33";"22-05-2026, 07:30:33";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"85"
"179";"Midden";"Synthetische medewerker 153";"SYN-M-0153";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"";"";"Synthetische hoofdlocatie 018";"22-05-2026, 07:30:09";"22-05-2026, 09:08:09";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"98"
"421";"Midden";"Synthetische medewerker 212";"SYN-M-0212";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0185";"SYN-C-00185";"Synthetische hoofdlocatie 011";"22-05-2026, 10:19:18";"22-05-2026, 10:44:18";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"25"
"1312";"Midden";"Synthetische medewerker 002";"SYN-M-0002";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0527";"SYN-C-00527";"Synthetische hoofdlocatie 003";"22-05-2026, 11:22:55";"22-05-2026, 12:20:55";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"58"
"831";"Midden";"Synthetische medewerker 241";"SYN-M-0241";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0217";"SYN-C-00217";"Synthetische hoofdlocatie 018";"22-05-2026, 12:14:50";"22-05-2026, 12:06:50";"VEEL_MEDEWERKERS_CLIENT; ONGELDIGE_ACTIVATIE";"";"-8"
"147";"Midden";"Synthetische medewerker 045";"SYN-M-0045";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0473";"SYN-C-00473";"Synthetische hoofdlocatie 024";"22-05-2026, 12:31:36";"22-05-2026, 14:01:36";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"90"
"1676";"Midden";"Synthetische medewerker 178";"SYN-M-0178";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0080";"SYN-C-00080";"Synthetische hoofdlocatie 006";"22-05-2026, 12:57:00";"22-05-2026, 14:28:00";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"91"
"245";"Midden";"Synthetische medewerker 082";"SYN-M-0082";"Synthetisch team Oost";"Nachtdienst";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0192";"SYN-C-00192";"Synthetische hoofdlocatie 018";"22-05-2026, 13:38:34";"22-05-2026, 13:33:34";"VEEL_TEAMS_CLIENT; ONGELDIGE_ACTIVATIE";"";"-5"
"1661";"Midden";"Synthetische medewerker 004";"SYN-M-0004";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0555";"SYN-C-00555";"Synthetische hoofdlocatie 006";"22-05-2026, 14:57:30";"22-05-2026, 16:55:30";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"118"
"559";"Midden";"Synthetische medewerker 040";"SYN-M-0040";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0392";"SYN-C-00392";"Synthetische hoofdlocatie 018";"22-05-2026, 17:17:28";"22-05-2026, 18:53:28";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"96"
"1764";"Midden";"Synthetische medewerker 196";"SYN-M-0196";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0066";"SYN-C-00066";"Synthetische hoofdlocatie 017";"23-05-2026, 02:37:17";"23-05-2026, 03:26:17";"NACHT; LATE_ACTIVATIE";"";"49"
"543";"Midden";"Synthetische medewerker 226";"SYN-M-0226";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Locatie";"Synthetische locatie 003";"SYN-L-0003";"Synthetische hoofdlocatie 018";"23-05-2026, 03:01:25";"23-05-2026, 03:33:25";"NACHT; LATE_ACTIVATIE";"";"32"
"577";"Midden";"Synthetische medewerker 035";"SYN-M-0035";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0540";"SYN-C-00540";"Synthetische hoofdlocatie 016";"23-05-2026, 04:42:25";"23-05-2026, 05:02:25";"NACHT; LATE_ACTIVATIE";"";"20"
"197";"Midden";"Synthetische medewerker 041";"SYN-M-0041";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0336";"SYN-C-00336";"Synthetische hoofdlocatie 012";"23-05-2026, 05:31:41";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1788";"Midden";"Synthetische medewerker 077";"SYN-M-0077";"Synthetisch team Noord";"Begeleiding";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0432";"SYN-C-00432";"Synthetische hoofdlocatie 008";"23-05-2026, 08:27:43";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT";"";""
"1329";"Midden";"Synthetische medewerker 160";"SYN-M-0160";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"";"";"Synthetische hoofdlocatie 015";"23-05-2026, 12:08:51";"23-05-2026, 12:34:51";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"26"
"314";"Midden";"Synthetische medewerker 049";"SYN-M-0049";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0470";"SYN-C-00470";"Synthetische hoofdlocatie 021";"23-05-2026, 12:51:29";"23-05-2026, 14:04:29";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"73"
"475";"Midden";"Synthetische medewerker 107";"SYN-M-0107";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0013";"SYN-C-00013";"Synthetische hoofdlocatie 014";"23-05-2026, 13:26:16";"23-05-2026, 15:05:16";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"99"
"70";"Midden";"Synthetische medewerker 015";"SYN-M-0015";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0222";"SYN-C-00222";"Synthetische hoofdlocatie 023";"23-05-2026, 14:05:57";"23-05-2026, 13:35:57";"VEEL_MEDEWERKERS_CLIENT; ONGELDIGE_ACTIVATIE";"";"-30"
"659";"Midden";"Synthetische medewerker 147";"SYN-M-0147";"Synthetisch team West";"Synthetische deskundigheid";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0232";"SYN-C-00232";"Synthetische hoofdlocatie 008";"23-05-2026, 14:07:10";"23-05-2026, 14:55:10";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"48"
"1022";"Midden";"Synthetische medewerker 085";"SYN-M-0085";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0063";"SYN-C-00063";"Synthetische hoofdlocatie 014";"23-05-2026, 15:30:30";"23-05-2026, 16:37:30";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"67"
"23";"Midden";"Synthetische medewerker 137";"SYN-M-0137";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0476";"SYN-C-00476";"Synthetische hoofdlocatie 002";"23-05-2026, 16:15:52";"23-05-2026, 16:39:52";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"24"
"1994";"Midden";"Synthetische medewerker 066";"SYN-M-0066";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0012";"SYN-C-00012";"Synthetische hoofdlocatie 013";"23-05-2026, 18:17:49";"23-05-2026, 18:50:49";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"33"
"1721";"Midden";"Synthetische medewerker 047";"SYN-M-0047";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0353";"SYN-C-00353";"Synthetische hoofdlocatie 004";"23-05-2026, 18:53:46";"23-05-2026, 20:23:46";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"90"
"1690";"Midden";"Synthetische medewerker 126";"SYN-M-0126";"Synthetisch team Oost";"Nachtdienst";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0341";"SYN-C-00341";"Synthetische hoofdlocatie 017";"23-05-2026, 20:42:58";"23-05-2026, 22:09:58";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"87"
"133";"Midden";"Synthetische medewerker 087";"SYN-M-0087";"Synthetisch team West";"Synthetische deskundigheid";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0317";"SYN-C-00317";"Synthetische hoofdlocatie 018";"23-05-2026, 20:43:09";"23-05-2026, 22:06:09";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"83"
"1752";"Midden";"Synthetische medewerker 004";"SYN-M-0004";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0539";"SYN-C-00539";"Synthetische hoofdlocatie 015";"23-05-2026, 21:57:27";"23-05-2026, 22:56:27";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"59"
"718";"Midden";"Synthetische medewerker 113";"SYN-M-0113";"Synthetisch team Noord";"Begeleiding";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0107";"SYN-C-00107";"Synthetische hoofdlocatie 008";"24-05-2026, 00:17:55";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1169";"Midden";"Synthetische medewerker 047";"SYN-M-0047";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0023";"SYN-C-00023";"Synthetische hoofdlocatie 024";"24-05-2026, 01:15:11";"24-05-2026, 02:15:11";"NACHT; LATE_ACTIVATIE";"";"60"
"1513";"Midden";"Synthetische medewerker 016";"SYN-M-0016";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0008";"SYN-C-00008";"Synthetische hoofdlocatie 009";"24-05-2026, 02:42:49";"24-05-2026, 04:20:49";"NACHT; LATE_ACTIVATIE";"";"98"
"1950";"Midden";"Synthetische medewerker 172";"SYN-M-0172";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Locatie";"Synthetische locatie 020";"SYN-L-0020";"Synthetische hoofdlocatie 005";"24-05-2026, 03:47:05";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"1014";"Midden";"Synthetische medewerker 146";"SYN-M-0146";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0251";"SYN-C-00251";"Synthetische hoofdlocatie 002";"24-05-2026, 04:23:14";"Niet geactiveerd";"NIET_GEACTIVEERD; NACHT";"";""
"399";"Midden";"Synthetische medewerker 089";"SYN-M-0089";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0449";"SYN-C-00449";"Synthetische hoofdlocatie 025";"24-05-2026, 05:00:47";"24-05-2026, 05:52:47";"NACHT; LATE_ACTIVATIE";"";"52"
"581";"Midden";"Synthetische medewerker 115";"SYN-M-0115";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Cliënt";"Synthetische cliënt 0379";"SYN-C-00379";"Synthetische hoofdlocatie 005";"24-05-2026, 06:45:20";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_TEAMS_CLIENT";"";""
"892";"Midden";"Synthetische medewerker 063";"SYN-M-0063";"Synthetisch team West";"Synthetische deskundigheid";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0470";"SYN-C-00470";"Synthetische hoofdlocatie 021";"24-05-2026, 10:35:52";"24-05-2026, 12:18:52";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"103"
"1939";"Midden";"Synthetische medewerker 028";"SYN-M-0028";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"";"";"Synthetische hoofdlocatie 004";"24-05-2026, 11:14:22";"24-05-2026, 12:45:22";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"91"
"1587";"Midden";"Synthetische medewerker 088";"SYN-M-0088";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"";"";"Synthetische hoofdlocatie 006";"24-05-2026, 11:46:49";"24-05-2026, 13:38:49";"LATE_ACTIVATIE; ONVOLLEDIG_CLIENTDOEL";"";"112"
"931";"Midden";"Synthetische medewerker 065";"SYN-M-0065";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0476";"SYN-C-00476";"Synthetische hoofdlocatie 002";"24-05-2026, 12:38:53";"24-05-2026, 13:16:53";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"38"
"286";"Midden";"Synthetische medewerker 233";"SYN-M-0233";"Synthetisch team Noord";"Begeleiding";"Synthetische reden voor geautomatiseerde layoutcontrole";"Cliënt";"Synthetische cliënt 0064";"SYN-C-00064";"Synthetische hoofdlocatie 015";"24-05-2026, 13:52:28";"24-05-2026, 13:55:28";"VEEL_TEAMS_CLIENT; LATE_ACTIVATIE";"";"3"
"188";"Midden";"Synthetische medewerker 093";"SYN-M-0093";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0384";"SYN-C-00384";"Synthetische hoofdlocatie 010";"24-05-2026, 14:06:56";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_MEDEWERKERS_CLIENT";"";""
"1577";"Midden";"Synthetische medewerker 210";"SYN-M-0210";"Synthetisch team Oost";"Nachtdienst";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0182";"SYN-C-00182";"Synthetische hoofdlocatie 008";"24-05-2026, 15:22:12";"24-05-2026, 15:41:12";"VEEL_MEDEWERKERS_CLIENT; LATE_ACTIVATIE";"";"19"
"680";"Midden";"Synthetische medewerker 149";"SYN-M-0149";"Synthetisch team Noord";"Begeleiding";"Acute ondersteuning buiten het vaste team";"Cliënt";"Synthetische cliënt 0325";"SYN-C-00325";"Synthetische hoofdlocatie 001";"24-05-2026, 22:38:14";"Niet geactiveerd";"NIET_GEACTIVEERD; VEEL_TEAMS_CLIENT";"";""
"113";"Midden";"Synthetische medewerker 003";"SYN-M-0003";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0546";"SYN-C-00546";"Synthetische hoofdlocatie 022";"24-05-2026, 23:02:38";"25-05-2026, 00:47:38";"NACHT; LATE_ACTIVATIE";"";"105"
"1632";"Midden";"Synthetische medewerker 152";"SYN-M-0152";"Synthetisch testteam met lange naam";"Verpleegkundige testfunctie";"Controle na overdracht van zorg";"Cliënt";"Synthetische cliënt 0387";"SYN-C-00387";"Synthetische hoofdlocatie 013";"24-05-2026, 23:31:27";"25-05-2026, 00:02:27";"NACHT; LATE_ACTIVATIE";"";"31"
"1385";"Midden";"Synthetische medewerker 043";"SYN-M-0043";"Synthetisch team West";"Synthetische deskundigheid";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 026";"SYN-L-0026";"Synthetische hoofdlocatie 016";"24-05-2026, 23:50:05";"25-05-2026, 00:21:05";"NACHT; LATE_ACTIVATIE";"";"31"
"1091";"Midden";"Synthetische medewerker 125";"SYN-M-0125";"Synthetisch team Noord";"Begeleiding";"Voorbereiding van een geplande synthetische handeling";"Cliënt";"Synthetische cliënt 0199";"SYN-C-00199";"Synthetische hoofdlocatie 025";"25-05-2026, 01:20:44";"25-05-2026, 02:28:44";"NACHT; LATE_ACTIVATIE";"";"68"
"626";"Midden";"Synthetische medewerker 119";"SYN-M-0119";"Synthetisch team West";"Synthetische deskundigheid";"Ondersteuning tijdens avond- of nachtdienst";"Cliënt";"Synthetische cliënt 0023";"SYN-C-00023";"Synthetische hoofdlocatie 024";"25-05-2026, 01:43:37";"25-05-2026, 03:24:37";"NACHT; LATE_ACTIVATIE";"";"101"
"562";"Midden";"Synthetische medewerker 237";"SYN-M-0237";"Synthetisch team Noord";"Begeleiding";"Tijdelijke vervanging binnen het testrooster";"Locatie";"Synthetische locatie 026";"SYN-L-0026";"Synthetische hoofdlocatie 011";"25-05-2026, 02:01:30";"25-05-2026, 02:16:30";"NACHT; LATE_ACTIVATIE";"";"15"
